author_id,openalex_id,openalex_display_name,affiliation,all_affiliations,affiliation_country_code,affiliation_source,openalex_match_status
pid:98/5294,https://openalex.org/A5031913929,Prabhat Ram,Microsoft (United States),Microsoft (United States)|Microsoft (Finland),US,last_known_institutions_primary,matched_by_orcid
pid:98/5522,https://openalex.org/A5076768552,Peter Wonka,Kootenay Association for Science & Technology,Kootenay Association for Science & Technology|Snap (United States)|King Abdullah University of Science and Technology,CA,last_known_institutions_primary,matched_by_orcid
pid:98/5712,https://openalex.org/A5083771180,Matthew Botvinick,Google DeepMind (United Kingdom),Google DeepMind (United Kingdom)|Google (United Kingdom),GB,last_known_institutions_primary,matched_by_orcid
pid:98/6127,https://openalex.org/A5046605531,Jungong Han,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:98/6690-1,https://openalex.org/A5100706022,Hongbin Sun,Xi'an Jiaotong University,Xi'an Jiaotong University,CN,affiliations_fallback,matched_by_orcid
pid:98/8660-1,https://openalex.org/A5067285379,Yuan Gong,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,CN,last_known_institutions_primary,matched_by_orcid
pid:98/917,https://openalex.org/A5047897879,Huawei Shen,Chinese Academy of Sciences,Chinese Academy of Sciences|Institute of Computing Technology|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:99/10261-3,https://openalex.org/A5101677993,Yifan Sun,Jinan University,Jinan University|Hunan University|Beijing University of Chinese Medicine,CN,last_known_institutions_primary,matched_by_orcid
pid:99/11269,https://openalex.org/A5031235093,Edgar Dobriban,University of Pennsylvania,University of Pennsylvania,US,last_known_institutions_primary,matched_by_orcid
pid:99/1474,https://openalex.org/A5086877012,Sungroh Yoon,Seoul National University,Seoul National University|Ulsan National Institute of Science and Technology,KR,last_known_institutions_primary,matched_by_orcid
pid:99/2825,https://openalex.org/A5060511349,Andrea Vedaldi,University of Oxford,University of Oxford|Geomechanica (Canada),GB,last_known_institutions_primary,matched_by_orcid
pid:99/3390,https://openalex.org/A5026022035,Kaizhu Huang,Duke Kunshan University,Duke Kunshan University,CN,last_known_institutions_primary,matched_by_orcid
pid:99/3847-11,https://openalex.org/A5133887294,Jun Zhou,Zhejiang Energy Group (China),Zhejiang Energy Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:99/4062,https://openalex.org/A5027158588,Charles X. Ling,Western University,Western University,CA,last_known_institutions_primary,matched_by_orcid
pid:99/4340-1,https://openalex.org/A5101915882,Linyi Li,Simon Fraser University,Simon Fraser University,CA,last_known_institutions_primary,matched_by_orcid
pid:99/4522,https://openalex.org/A5119248090,Xinbo 鑫博 GAO 高,University of Science and Technology of China,University of Science and Technology of China|Chinese Academy of Sciences|Institute of Plasma Physics,CN,last_known_institutions_primary,matched_by_orcid
pid:99/5088-5,https://openalex.org/A5036909226,Tong Sun,Adobe Systems (United States),Adobe Systems (United States),US,affiliations_fallback,matched_by_orcid
pid:99/6797,https://openalex.org/A5039318240,Minyi Guo,Shanghai Jiao Tong University,Shanghai Jiao Tong University,CN,last_known_institutions_primary,matched_by_orcid
pid:99/6879-11,https://openalex.org/A5114400769,Jia Chen,MOH Holdings,MOH Holdings,SG,last_known_institutions_primary,matched_by_orcid
pid:99/8307,https://openalex.org/A5050734738,Yannis Panagakis,Hellenic Telecommunications Organization (Greece),Hellenic Telecommunications Organization (Greece)|Hellenic Telecommunications and Post Commission (Greece)|Athens State University,GR,last_known_institutions_primary,matched_by_orcid
pid:99/955-13,https://openalex.org/A5097111130,Ran Tao,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_orcid
pid:99/965-2,https://openalex.org/A5089642905,Zongqing Lu,Peking University,Peking University|University Town of Shenzhen|Beijing Administration Institute|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:a/KarteekAlahari,https://openalex.org/A5049440980,Karteek Alahari,Institut polytechnique de Grenoble,Institut polytechnique de Grenoble|Centre National de la Recherche Scientifique|Centre Inria de l'Université Grenoble Alpes|Laboratoire Jean Kuntzmann|Université Grenoble Alpes,FR,last_known_institutions_primary,matched_by_orcid
pid:a/PieterAbbeel,https://openalex.org/A5049349154,Pieter Abbeel,Berkeley College,"Berkeley College|Baird Institute|University of California, Berkeley",US,last_known_institutions_primary,matched_by_name
pid:a/SArora,https://openalex.org/A5103334936,Sanjeev Arora,New Mexico Cancer Center,New Mexico Cancer Center,US,affiliations_fallback,matched_by_orcid
pid:a/TarekFAbdelzaher,https://openalex.org/A5087114395,Tarek Abdelzaher,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,US,last_known_institutions_primary,matched_by_orcid
pid:b/AnaLCBazzan,https://openalex.org/A5028225369,Ana L. C. Bazzan,Universidade Federal do Rio Grande do Sul,Universidade Federal do Rio Grande do Sul,BR,affiliations_fallback,matched_by_orcid
pid:b/ChandrajitLBajaj,https://openalex.org/A5030896164,Chandrajit Bajaj,The University of Texas at Austin,The University of Texas at Austin,US,last_known_institutions_primary,matched_by_orcid
pid:b/ChristianBorgs,https://openalex.org/A5007082382,Christian Borgs,University of California System,University of California System,US,last_known_institutions_primary,matched_by_orcid
pid:b/ClarkWBarrett,https://openalex.org/A5026961968,Clark Barrett,Stanford University,Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:b/DanBoneh,https://openalex.org/A5027798962,Dan Boneh,Stanford University,Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:b/FrancisRBach,https://openalex.org/A5001483226,Francis Bach,École Normale Supérieure - PSL,"École Normale Supérieure - PSL|Littoral, Environnement et Sociétés|Sierra Engineering (United States)",FR,last_known_institutions_primary,matched_by_orcid
pid:b/HujunBao,https://openalex.org/A5059021869,Hujun Bao,State Key Laboratory of Chemical Engineering,State Key Laboratory of Chemical Engineering|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:b/JMBuhmann,https://openalex.org/A5038199211,Joachim M. Buhmann,ETH Zurich,ETH Zurich,CH,last_known_institutions_primary,matched_by_orcid
pid:b/JamesBailey,https://openalex.org/A5101609697,James Bailey,Xavier University of Louisiana,Xavier University of Louisiana,US,last_known_institutions_primary,matched_by_orcid
pid:b/JeffABilmes,https://openalex.org/A5091674429,Jeffrey A. Bilmes,University of Washington,University of Washington|Seattle University,US,last_known_institutions_primary,matched_by_orcid
pid:b/MarcoBressan2,https://openalex.org/A5041614328,Marco Bressan,University of Milan,University of Milan,IT,last_known_institutions_primary,matched_by_orcid
pid:b/MariaFlorinaBalcan,https://openalex.org/A5068544954,Maria-Florina Balcan,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_orcid
pid:b/MichaelBackes1,https://openalex.org/A5102730269,Michael Backes,Helmholtz Center for Information Security,Helmholtz Center for Information Security,DE,last_known_institutions_primary,matched_by_orcid
pid:b/MichaelJBlack,https://openalex.org/A5065396778,Michael J. Black,Max Planck Society,Max Planck Society|Klinik Rosenberg|Max Planck Institute for Intelligent Systems,DE,last_known_institutions_primary,matched_by_orcid
pid:b/NicholasBambos,https://openalex.org/A5002056995,Nicholas Bambos,Stanford University,Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:b/RonenBasri,https://openalex.org/A5101453970,Ronen Basri,Weizmann Institute of Science,Weizmann Institute of Science,IL,last_known_institutions_primary,matched_by_orcid
pid:b/TYBergerWolf,https://openalex.org/A5060005215,Tanya Berger‐Wolf,The Ohio State University,The Ohio State University,US,last_known_institutions_primary,matched_by_orcid
pid:c/ARobertCalderbank,https://openalex.org/A5133491130,Robert Calderbank,Duke University,Duke University,US,last_known_institutions_primary,matched_by_orcid
pid:c/AmitKRoyChowdhury,https://openalex.org/A5004732580,Amit K. Roy–Chowdhury,"University of California, Riverside","University of California, Riverside",US,last_known_institutions_primary,matched_by_orcid
pid:c/ChngEngSiong,https://openalex.org/A5070872826,Eng Siong Chng,Nanyang Technological University,Nanyang Technological University,SG,last_known_institutions_primary,matched_by_orcid
pid:c/DCohenOr,https://openalex.org/A5036688260,Daniel Cohen‐Or,Shenzhen University,Shenzhen University,CN,last_known_institutions_primary,matched_by_orcid
pid:c/DanielCremers,https://openalex.org/A5133711573,D. Cremers,Munich Center for Machine Learning,Munich Center for Machine Learning|Technical University of Munich,DE,last_known_institutions_primary,matched_by_orcid
pid:c/DannyZChen,https://openalex.org/A5060901632,Danny Z. Chen,University of Notre Dame,University of Notre Dame|Notre Dame de Namur University|Xinjiang University,US,last_known_institutions_primary,matched_by_orcid
pid:c/DeepayanChakrabarti,https://openalex.org/A5078048346,Deepayan Chakrabarti,The University of Texas at Austin,The University of Texas at Austin,US,affiliations_fallback,matched_by_orcid
pid:c/GalChechik,https://openalex.org/A5045719865,Gal Chechik,Nvidia (United Kingdom),Nvidia (United Kingdom)|Bar-Ilan University,GB,last_known_institutions_primary,matched_by_orcid
pid:c/GuangyiChen-2,https://openalex.org/A5088257057,Guangyi Chen,Hebei Agricultural University,Hebei Agricultural University|Anhui Medical University|China University of Mining and Technology|Mohamed bin Zayed University of Artificial Intelligence|Concordia University|Carnegie Mellon University,CN,last_known_institutions_primary,matched_by_orcid
pid:c/JenniferTChayes,https://openalex.org/A5038662431,Jennifer Chayes,University of California System,"University of California System|Toronto Metropolitan University|University of California, Berkeley",US,last_known_institutions_primary,matched_by_orcid
pid:c/LeiChen0002,https://openalex.org/A5133312824,Lei Chen,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,HK,last_known_institutions_primary,matched_by_orcid
pid:c/MarkCoates,https://openalex.org/A5009031715,Mark Coates,McGill University,McGill University,CA,last_known_institutions_primary,matched_by_orcid
pid:c/NiteshVChawla,https://openalex.org/A5068157871,Nitesh V. Chawla,University of Notre Dame,University of Notre Dame,US,last_known_institutions_primary,matched_by_orcid
pid:c/RamaChellappa,https://openalex.org/A5102762707,Rama Chellappa,Johns Hopkins University,Johns Hopkins University|Johns Hopkins Medicine|Johns Hopkins University Applied Physics Laboratory,US,last_known_institutions_primary,matched_by_orcid
pid:c/RitaCucchiara,https://openalex.org/A5030948871,Rita Cucchiara,University of Modena and Reggio Emilia,University of Modena and Reggio Emilia,IT,last_known_institutions_primary,matched_by_orcid
pid:c/VipinChaudhary,https://openalex.org/A5004523290,Vipin Chaudhary,Case Western Reserve University,Case Western Reserve University,US,last_known_institutions_primary,matched_by_orcid
pid:c/WeiChen13,https://openalex.org/A5100344522,Wei Chen,Xi'an University of Science and Technology,"Xi'an University of Science and Technology|Tianjin University of Traditional Chinese Medicine|Guangdong University of Technology|Sun Yat-sen University|Nanjing University of Information Science and Technology|Peking University|Sichuan University|China University of Mining and Technology|University Town of Shenzhen|Zhengzhou University|Ministry of Education|Zhejiang Industry Polytechnic College|Yango University|Institute of Applied Ecology|Microsoft Research Asia (China)|The First Affiliated Hospital, Sun Yat-sen University|Alibaba Group (China)|Huazhong University of Science and Technology|Chengdu University of Traditional Chinese Medicine|China Academy of Launch Vehicle Technology|Xi’an Jiaotong-Liverpool University|Software (Spain)|Tsinghua University",CN,last_known_institutions_primary,matched_by_orcid
pid:c/WeiChen34,https://openalex.org/A5100690341,Wei Chen,Hong Kong Polytechnic University,Hong Kong Polytechnic University|Xidian University|Guangzhou University,HK,last_known_institutions_primary,matched_by_orcid
pid:c/XilinChen,https://openalex.org/A5133576141,Xilin Chen,Institute of Computing Technology,Institute of Computing Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:d/CHQDing,https://openalex.org/A5102823200,Chris Ding,Chinese University of Hong Kong,"Chinese University of Hong Kong|Chinese University of Hong Kong, Shenzhen",CN,last_known_institutions_primary,matched_by_orcid
pid:d/IliasDiakonikolas,https://openalex.org/A5054966819,Ilias Diakonikolas,University of Wisconsin–Madison,University of Wisconsin–Madison,US,last_known_institutions_primary,matched_by_orcid
pid:d/InderjitSDhillon,https://openalex.org/A5063459703,Inderjit S. Dhillon,Google (United States),Google (United States),US,affiliations_fallback,matched_by_orcid
pid:d/NickGDuffield,https://openalex.org/A5048558842,Nick Duffield,Texas A&M University,Texas A&M University,US,last_known_institutions_primary,matched_by_orcid
pid:d/TrevorDarrell,https://openalex.org/A5029105520,Trevor Darrell,Berkeley College,"Berkeley College|University of California, Berkeley",US,last_known_institutions_primary,matched_by_orcid
pid:d/WJDally,https://openalex.org/A5084342236,William J. Dally,Stanford University,Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:d/XiaotieDeng,https://openalex.org/A5100638710,Xiaotie Deng,Peking University,Peking University|Beijing Computing Center,CN,last_known_institutions_primary,matched_by_orcid
pid:e/DavidEvans,https://openalex.org/A5027001546,David Evans,Cardiff University,Cardiff University|University of Wales,GB,last_known_institutions_primary,matched_by_orcid
pid:e/IrfanAEssa,https://openalex.org/A5070348998,Irfan Essa,Google (United States),Google (United States)|Georgia Institute of Technology|DeepMind (United Kingdom),US,last_known_institutions_primary,matched_by_orcid
pid:f/DavidAForsyth,https://openalex.org/A5010851725,David Forsyth,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign|International University of the Caribbean|Texas Research Institute,US,last_known_institutions_primary,matched_by_orcid
pid:f/PeterAFlach,https://openalex.org/A5057936560,Peter Flach,University of Bristol,University of Bristol,GB,last_known_institutions_primary,matched_by_orcid
pid:f/RogerioSchmidtFeris,https://openalex.org/A5052325109,Rogério Feris,IBM (United States),IBM (United States),US,last_known_institutions_primary,matched_by_orcid
pid:g/CarlaPGomes,https://openalex.org/A5069030030,Carla P. Gomes,Cornell University,Cornell University,US,last_known_institutions_primary,matched_by_orcid
pid:g/DanGutfreund,https://openalex.org/A5015086408,Dan Gutfreund,IBM (United States),IBM (United States),US,affiliations_fallback,matched_by_orcid
pid:g/FlorisGeerts,https://openalex.org/A5087587379,Floris Geerts,University of Antwerp,University of Antwerp,BE,affiliations_fallback,matched_by_orcid
pid:g/JohnVGuttag,https://openalex.org/A5007282049,John V. Guttag,Moscow Institute of Thermal Technology,Moscow Institute of Thermal Technology,RU,last_known_institutions_primary,matched_by_orcid
pid:g/KennethYGoldberg,https://openalex.org/A5010019244,Ken Goldberg,Berkeley College,"Berkeley College|Robotics Research (United States)|University of California, Berkeley",US,last_known_institutions_primary,matched_by_orcid
pid:g/LeonidasJGuibas,https://openalex.org/A5065368881,Leonidas Guibas,Google (United States),Google (United States)|Palo Alto University|Google DeepMind (United Kingdom)|Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:g/MarkAGirolami,https://openalex.org/A5045384249,Mark Girolami,University of Cambridge,University of Cambridge|The Alan Turing Institute,GB,last_known_institutions_primary,matched_by_orcid
pid:g/NicolaGatti,https://openalex.org/A5060367013,Nicola Gatti,Politecnico di Milano,Politecnico di Milano,IT,last_known_institutions_primary,matched_by_orcid
pid:g/PatrickGallinari,https://openalex.org/A5113667126,Patrick Gallinari,Sorbonne Université,Sorbonne Université|Institut Systèmes Intelligents et de Robotique|Hôpital Saint-Michel|Criteo (France)|Laboratoire Médiations|Centre de Robotique|École Nationale Supérieure des Mines de Paris,FR,last_known_institutions_primary,matched_by_name
pid:g/PeterWGlynn,https://openalex.org/A5019114258,Peter W. Glynn,Institute of Mathematical Statistics,Institute of Mathematical Statistics|Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:g/RachidGuerraoui,https://openalex.org/A5049321288,Rachid Guerraoui,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,CH,last_known_institutions_primary,matched_by_orcid
pid:g/RussellGreiner,https://openalex.org/A5027200864,Russell Greiner,University of Alberta,University of Alberta,CA,last_known_institutions_primary,matched_by_orcid
pid:g/TamasDGedeon,https://openalex.org/A5030379402,Tom Gedeon,Australian National University,Australian National University|Curtin University,AU,last_known_institutions_primary,matched_by_orcid
pid:g/WGerstner,https://openalex.org/A5003480477,Wulfram Gerstner,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,CH,last_known_institutions_primary,matched_by_orcid
pid:g/YikeGuo,https://openalex.org/A5045081171,Yike Guo,University of Science and Technology,University of Science and Technology|Hong Kong Baptist University|Chinese Academy of Sciences|Hong Kong University of Science and Technology|Wuhan University|Lanzhou Institute of Chemical Physics|Lung Institute|NIHR Imperial Biomedical Research Centre|The Academy of Sciences of Hong Kong|Ministry of Natural Resources|Hong Kong Academy of Medicine|Ministry of Water Resources of the People's Republic of China|Imperial College London|Shanxi Datong University|University of Hong Kong|Taiyuan University of Technology,YE,last_known_institutions_primary,matched_by_orcid
pid:h/AlexanderGHauptmann,https://openalex.org/A5103099928,Alexander G. Hauptmann,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_orcid
pid:h/BingshengHe,https://openalex.org/A5039946576,Bingsheng He,National University of Singapore,National University of Singapore,SG,last_known_institutions_primary,matched_by_orcid
pid:h/EykeHullermeier,https://openalex.org/A5059439673,Eyke Hüllermeier,Institute of Informatics of the Slovak Academy of Sciences,Institute of Informatics of the Slovak Academy of Sciences|Ludwig-Maximilians-Universität München,SK,last_known_institutions_primary,matched_by_orcid
pid:h/GhassanHamarneh,https://openalex.org/A5072684302,Ghassan Hamarneh,Simon Fraser University,Simon Fraser University,CA,affiliations_fallback,matched_by_orcid
pid:h/JiaweiHan,https://openalex.org/A5019539533,Jiawei Han,North China University of Science and Technology,North China University of Science and Technology|University of Illinois Urbana-Champaign|Chinese Academy of Medical Sciences & Peking Union Medical College|Peking Union Medical College Hospital|China National Bamboo Research Center|Chinese Academy of Forestry|Institute for Advanced Study|Research Institute of Wood Industry|Fu Wai Hospital|Xi'an Jiaotong University,CN,last_known_institutions_primary,matched_by_orcid
pid:h/JohnEHopcroft,https://openalex.org/A5043211393,John E. Hopcroft,Cornell University,Cornell University,US,last_known_institutions_primary,matched_by_orcid
pid:h/PeterHenderson2,https://openalex.org/A5049073875,Peter Henderson,Princeton University,Princeton University,US,last_known_institutions_primary,matched_by_orcid
pid:h/RIHartley,https://openalex.org/A5020216442,Richard Hartley,Australian National University,Australian National University,AU,last_known_institutions_primary,matched_by_orcid
pid:h/SeppHochreiter,https://openalex.org/A5053148274,Sepp Hochreiter,Johannes Kepler University of Linz,Johannes Kepler University of Linz|Machine Science|Linz Center of Mechatronics (Austria),AT,last_known_institutions_primary,matched_by_orcid
pid:h/ThHofmann,https://openalex.org/A5102981763,Thomas Hofmann,ETH Zurich,ETH Zurich,CH,last_known_institutions_primary,matched_by_orcid
pid:i/GarudIyengar,https://openalex.org/A5029998274,Garud Iyengar,Columbia University,Columbia University,US,last_known_institutions_primary,matched_by_orcid
pid:j/ChrisJermaine,https://openalex.org/A5002518742,Chris Jermaine,Rice University,Rice University,US,affiliations_fallback,matched_by_name
pid:j/DavidWJacobs,https://openalex.org/A5108792867,David W. Jacobs,"University of Maryland, College Park","University of Maryland, College Park",US,last_known_institutions_primary,matched_by_name
pid:j/MichaelIJordan,https://openalex.org/A5049812527,Michael I. Jordan,Institut national de recherche en sciences et technologies du numérique,"Institut national de recherche en sciences et technologies du numérique|Berkeley College|University of California, Berkeley",FR,last_known_institutions_primary,matched_by_orcid
pid:j/RongJin,https://openalex.org/A5069394608,Rong Jin,Jilin University,Jilin University|Shandong Normal University|Alibaba Group (Cayman Islands)|Alibaba Group (United States)|Menlo School|Bellevue Hospital Center|Meta (United States)|State Forestry and Grassland Administration|Alibaba Group (China)|Seattle University|Capital Normal University,CN,last_known_institutions_primary,matched_by_orcid
pid:j/SomeshJha,https://openalex.org/A5088826068,Somesh Jha,Google (United States),Google (United States)|University of Wisconsin–Madison,US,last_known_institutions_primary,matched_by_orcid
pid:k/AdamRKlivans,https://openalex.org/A5006626709,Adam R. Klivans,The University of Texas at Austin,The University of Texas at Austin,US,last_known_institutions_primary,matched_by_orcid
pid:k/AlexChiChungKot,https://openalex.org/A5080977911,Alex C. Kot,Nanyang Technological University,Nanyang Technological University|Water Research Institute|Nordic Transport Development,SG,last_known_institutions_primary,matched_by_orcid
pid:k/AloisKnoll,https://openalex.org/A5133172521,Alois Knoll,Embedded Systems (United States),Embedded Systems (United States),US,last_known_institutions_primary,matched_by_orcid
pid:k/BorisKatz,https://openalex.org/A5002527110,Boris Katz,Massachusetts Institute of Technology,Massachusetts Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:k/GeorgeKarypis,https://openalex.org/A5082384108,George Karypis,University of Minnesota,University of Minnesota|Amazon (United States)|University of Minnesota System|Indian Institute of Technology Delhi,US,last_known_institutions_primary,matched_by_orcid
pid:k/IrwinKing,https://openalex.org/A5133280176,Irwin King,Chinese University of Hong Kong,Chinese University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:k/JamesTinYauKwok,https://openalex.org/A5070273088,James T. Kwok,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,HK,last_known_institutions_primary,matched_by_orcid
pid:k/JonMKleinberg,https://openalex.org/A5055710645,Jon Kleinberg,Cornell University,Cornell University,US,last_known_institutions_primary,matched_by_orcid
pid:k/LesliePackKaelbling,https://openalex.org/A5111453823,Leslie Pack Kaelbling,Massachusetts Institute of Technology,Massachusetts Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:k/RaviKumar,https://openalex.org/A5101772779,Ravi Kumar,National Institute of Technology Raipur,National Institute of Technology Raipur,IN,last_known_institutions_primary,matched_by_orcid
pid:k/RobertKrauthgamer,https://openalex.org/A5037378898,Robert Krauthgamer,Weizmann Institute of Science,Weizmann Institute of Science,IL,last_known_institutions_primary,matched_by_orcid
pid:k/SrikanthVKrishnamurthy,https://openalex.org/A5086268637,Srikanth V. Krishnamurthy,"University of California, Riverside","University of California, Riverside|Hindustan Institute of Technology and Science",US,last_known_institutions_primary,matched_by_orcid
pid:l/BingLiu1,https://openalex.org/A5100339927,Bing Liu,University of Jinan,University of Jinan|University of Illinois Chicago|China Academy Of Machinery Science & Technology (China)|University of South China,CN,last_known_institutions_primary,matched_by_orcid
pid:l/ByungSukLee,https://openalex.org/A5038390659,Byung Suk Lee,University of Vermont,University of Vermont,US,last_known_institutions_primary,matched_by_orcid
pid:l/ChenLi11,https://openalex.org/A5100369793,Chen Li,Beijing University of Technology,Beijing University of Technology|Zhejiang Business Technology Institute|Xi’an University of Posts and Telecommunications|Shaanxi Polytechnic Institute,CN,last_known_institutions_primary,matched_by_orcid
pid:l/HofungLeung,https://openalex.org/A5022683388,Ho-fung Leung,Chinese University of Hong Kong,Chinese University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:l/JianxinLi-2,https://openalex.org/A5133292658,Jianxin Li,Beihang University,Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:l/JohnCSLui,https://openalex.org/A5068489266,John C. S. Lui,Chinese University of Hong Kong,Chinese University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:l/JuanZiLi,https://openalex.org/A5003324011,Juanzi Li,Dalian University of Technology,Dalian University of Technology|Xi'an Polytechnic University|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:l/KaiLi1,https://openalex.org/A5100399870,Kai Li,Shanxi University,Shanxi University,CN,last_known_institutions_primary,matched_by_orcid
pid:l/KaiLi12,https://openalex.org/A5100399953,Kai Li,Pingdingshan University,Pingdingshan University|Menlo School|Lanzhou University of Finance and Economics,CN,last_known_institutions_primary,matched_by_orcid
pid:l/KangLi,https://openalex.org/A5100456986,Kang Li,Guilin University of Technology,Guilin University of Technology|Xuan Wu Hospital of the Capital Medical University|Hebei General Hospital|Guilin University of Electronic Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:l/MarkLee,https://openalex.org/A5100620082,Mark Lee,"University of Maryland, Baltimore","University of Maryland, Baltimore|Georgia Institute of Technology|National Research Tomsk State University|HR Wallingford|University College Birmingham|Cedars-Sinai Smidt Heart Institute|University of California Davis Medical Center|University of Baltimore|University of Birmingham|University of California, Davis",US,last_known_institutions_primary,matched_by_orcid
pid:l/MichaelRLyu,https://openalex.org/A5069596903,Michael R. Lyu,Chinese University of Hong Kong,Chinese University of Hong Kong|China University of Geosciences|Education University of Hong Kong|University of Hong Kong,CN,last_known_institutions_primary,matched_by_orcid
pid:l/NeilDLawrence,https://openalex.org/A5023849469,Neil D. Lawrence,University of Cambridge,University of Cambridge|Bridge University|Sheffield Children's Hospital,GB,last_known_institutions_primary,matched_by_orcid
pid:l/RynsonWHLau,https://openalex.org/A5006197413,Rynson W. H. Lau,City University of Hong Kong,City University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:l/StanZLi,https://openalex.org/A5082786719,Stan Z. Li,Shandong University,Shandong University|Westlake University|Shandong Institute of Automation|Institute of Automation|Zhengzhou People's Hospital|First Affiliated Hospital of Henan University|Zhejiang University of Technology|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:l/StefanoLeonardi,https://openalex.org/A5102836759,Stefano Leonardi,Sapienza University of Rome,Sapienza University of Rome,IT,last_known_institutions_primary,matched_by_orcid
pid:l/ThomasLukasiewicz,https://openalex.org/A5091549352,Thomas Lukasiewicz,University of Oxford,University of Oxford,GB,affiliations_fallback,matched_by_orcid
pid:l/TieYanLiu,https://openalex.org/A5101884287,Tie‐Yan Liu,Microsoft (United States),Microsoft (United States)|Cooperative Institute for Research in Environmental Sciences|University of Colorado Boulder|Microsoft Research Asia (China)|Beijing Haidian Hospital|Artificial Intelligence in Medicine (Canada),US,last_known_institutions_primary,matched_by_orcid
pid:l/XiangYangLi,https://openalex.org/A5100341802,Xiang‐Yang Li,University of Science and Technology of China,University of Science and Technology of China|Los Alamos National Laboratory|Central University of Finance and Economics|Xidian University|National Chung Hsing University|PLA Rocket Force University of Engineering|Hefei University|Guizhou Electromechanical Research and Design Institute|DigitalSpace (United States)|Innovation Team (China)|Northwest A&F University|South China University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:l/XiaomingLiu0002,https://openalex.org/A5100409052,Xiaoming Liu,Animal Husbandry & Veterinary,Animal Husbandry & Veterinary|Chinese Academy of Agricultural Sciences|Institute of Grassland Research,IN,last_known_institutions_primary,matched_by_orcid
pid:l/XueLiu,https://openalex.org/A5100372152,Xue Liu,Mohamed bin Zayed University of Artificial Intelligence,Mohamed bin Zayed University of Artificial Intelligence,AE,last_known_institutions_primary,matched_by_orcid
pid:l/YannLeCun,https://openalex.org/A5001226970,Yann LeCun,Courant Institute of Mathematical Sciences,Courant Institute of Mathematical Sciences|New York University,US,last_known_institutions_primary,matched_by_name
pid:l/ZhouchenLin,https://openalex.org/A5016399094,Zhouchen Lin,Peking University,Peking University|Beijing Academy of Artificial Intelligence|Artificial Intelligence in Medicine (Canada),CN,last_known_institutions_primary,matched_by_orcid
pid:l/ZichengLiu,https://openalex.org/A5101728117,Zicheng Liu,University of Science and Technology of China,University of Science and Technology of China|Guizhou University of Finance and Economics|Chengdu University of Information Technology|Hefei Institutes of Physical Science|Chinese PLA General Hospital|Westlake University|Institute of Basic Medical Sciences of the Chinese Academy of Medical Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:m/AndreFTMartins,https://openalex.org/A5051693368,André F. T. Martins,Uniabeu Centro Universitário,Uniabeu Centro Universitário|Instituto de Telecomunicações|Escuela Tecnológica Instituto Técnico Central|Instituto Superior Técnico,BR,last_known_institutions_primary,matched_by_orcid
pid:m/DNMetaxas,https://openalex.org/A5064437234,Dimitris Metaxas,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey|Rutgers Sexual and Reproductive Health and Rights|University School|New York University",US,last_known_institutions_primary,matched_by_orcid
pid:m/RistoMiikkulainen,https://openalex.org/A5020441009,Risto Miikkulainen,Cognizant (United States),Cognizant (United States)|Cognizant (India)|The University of Texas at Austin,US,last_known_institutions_primary,matched_by_orcid
