author_id,openalex_id,openalex_display_name,affiliation,all_affiliations,affiliation_country_code,affiliation_source,openalex_match_status
pid:93/2334-32,https://openalex.org/A5100355406,Yong Li,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications|Chongqing University|Shenzhen University|Chinese Academy of Sciences|Zhongshan Hospital|Institute of Information Engineering|Southeast University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/2334-45,,,,,,,not_found
pid:93/2394-1,https://openalex.org/A5002255210,Sehoon Kim,"University of California, Berkeley","University of California, Berkeley",US,affiliations_fallback,matched_by_orcid
pid:93/2469-1,https://openalex.org/A5100751826,Ke Xue,Beijing Institute of Technology,Beijing Institute of Technology|First Affiliated Hospital of Hunan University of Traditional Chinese Medicine|Nanjing University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/2604-1,,,,,,,not_found
pid:93/2604-10,https://openalex.org/A5041901782,He Sun,Beijing Chang'an Integrated Traditional Chinese and Western Medicine Hospital,Beijing Chang'an Integrated Traditional Chinese and Western Medicine Hospital,CN,last_known_institutions_primary,matched_by_orcid
pid:93/2671,https://openalex.org/A5133860007,Wangmeng Zuo,Harbin Institute of Technology,Harbin Institute of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:93/2701,https://openalex.org/A5030096887,May D. Wang,The Wallace H. Coulter Department of Biomedical Engineering,The Wallace H. Coulter Department of Biomedical Engineering,US,last_known_institutions_primary,matched_by_orcid
pid:93/2724,https://openalex.org/A5072047827,Konrad P. Körding,Ontario Brain Institute,Ontario Brain Institute|University of Pennsylvania|Philadelphia University,CA,last_known_institutions_primary,matched_by_orcid
pid:93/2791,https://openalex.org/A5004430663,Krishna V. Shenoy,Botanical Research Institute of Texas,Botanical Research Institute of Texas|Howard Hughes Medical Institute|Neurosciences Institute|Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:93/2896,https://openalex.org/A5013859152,Lydia Y. Chen,University of Toronto,University of Toronto|University of Neuchâtel|Delft University of Technology,CA,last_known_institutions_primary,matched_by_orcid
pid:93/2941,https://openalex.org/A5015355317,Ehsan Adeli,Palo Alto University,Palo Alto University|Association for the Advancement of Artificial Intelligence|Mayo Clinic in Arizona|Stanford Medicine|Artificial Intelligence in Medicine (Canada)|Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:93/310,https://openalex.org/A5016892586,Xiaodan Zhu,Queen's University,Queen's University|Canadian Council of Professional Engineers,CA,last_known_institutions_primary,matched_by_orcid
pid:93/3167-14,https://openalex.org/A5022909747,Xu Liu,National University of Singapore,National University of Singapore,SG,last_known_institutions_primary,matched_by_orcid
pid:93/3167-6,https://openalex.org/A5100331710,Xu Liu,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China|Nanjing Tech University|Xidian University|Sun Yat-sen University|Guizhou University|Shanghai Jiao Tong University|Chinese Academy of Sciences|Sichuan University|China University of Geosciences (Beijing)|Guilin University of Technology|West China Hospital of Sichuan University|Ministry of Education|Harbin Electric Corporation (China)|Stomatology Hospital|Third Affiliated Hospital of Sun Yat-sen University|Thermal Wave Imaging (United States)|Institute of Earth Environment|Chinese People's Liberation Army|Huazhong University of Science and Technology|Changchun University|Chongqing Jiaotong University|Yangzhou University|Nanjing University|Shaanxi Normal University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/347,https://openalex.org/A5072587271,Wei Tsang Ooi,National University of Singapore,National University of Singapore,SG,last_known_institutions_primary,matched_by_orcid
pid:93/3598-2,https://openalex.org/A5077789334,Cheng Zhao,Guangdong University of Technology,Guangdong University of Technology|Shenyang University of Technology|Zhejiang University of Science and Technology|Huazhong University of Science and Technology|Zhejiang University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:93/3669-6,https://openalex.org/A5100655584,Zhao Chen,Magic Leap (United States),Magic Leap (United States),US,affiliations_fallback,matched_by_orcid
pid:93/4009,https://openalex.org/A5066651599,Zinovi Rabinovich,Carleton University,Carleton University,CA,last_known_institutions_primary,matched_by_orcid
pid:93/4010-31,https://openalex.org/A5101566727,Hui Liu,Beijing Jiaotong University,Beijing Jiaotong University|Guangzhou University|Michigan State University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/4010-32,https://openalex.org/A5100387652,Hui Liu,Beijing Jiaotong University,Beijing Jiaotong University|University of Saint Francis|China Railway Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:93/4160-5,https://openalex.org/A5100317533,Jing Zhu,Henan University of Science and Technology,Henan University of Science and Technology|University of Michigan–Ann Arbor|University of Michigan|Zhejiang Provincial People's Hospital|Lanzhou University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/4261,https://openalex.org/A5026936936,E. J. Chichilnisky,Stanford University,Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:93/4324-6,https://openalex.org/A5040157899,Peng Zhao,Heilongjiang University of Science and Technology,Heilongjiang University of Science and Technology|Jilin University|Ministry of Education|Jilin Province Science and Technology Department|Nanjing University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/4472,https://openalex.org/A5103379503,Yap‐Peng Tan,University of Science and Technology of China,University of Science and Technology of China|Nanyang Technological University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/4679,https://openalex.org/A5014067492,Todd Millstein,"University of California, Los Angeles","University of California, Los Angeles",US,last_known_institutions_primary,matched_by_orcid
pid:93/4762,https://openalex.org/A5009856256,Jaimie M. Henderson,Neurosciences Institute,"Neurosciences Institute|Stanford Medicine|Neurological Surgery|University of California, Davis|Stanford University",US,last_known_institutions_primary,matched_by_orcid
pid:93/4819,https://openalex.org/A5072374563,Medhat Moussa,Université d'Abomey-Calavi,Université d'Abomey-Calavi|University of Guelph,BJ,last_known_institutions_primary,matched_by_orcid
pid:93/4821,https://openalex.org/A5014774434,Weigang Zhang,Harbin Institute of Technology,Harbin Institute of Technology|Daqing Oilfield General Hospital|China National Petroleum Corporation (China),CN,last_known_institutions_primary,matched_by_orcid
pid:93/488-1,https://openalex.org/A5100689114,Linfeng Zhang,Shanghai Jiao Tong University,Shanghai Jiao Tong University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/488-2,https://openalex.org/A5100689117,Linfeng Zhang,China Institute of Sport Science,China Institute of Sport Science|SP Technology (South Korea),CN,last_known_institutions_primary,matched_by_orcid
pid:93/4954,https://openalex.org/A5080940584,J Rubinstein,The University of Melbourne,The University of Melbourne,AU,last_known_institutions_primary,matched_by_orcid
pid:93/5038-1,https://openalex.org/A5015670126,Seongjin Hwang,Pohang University of Science and Technology,Pohang University of Science and Technology|Seoul National University,KR,last_known_institutions_primary,matched_by_orcid
pid:93/509-2,https://openalex.org/A5021603326,Peng Tang,University of Science and Technology Liaoning,University of Science and Technology Liaoning|Nanjing Normal University|Shanghai Jiao Tong University|State Key Laboratory of Cryptology|Peng Cheng Laboratory|Guangdong Institute of New Materials|Chongqing Jiaotong University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/5097-1,https://openalex.org/A5012788083,Zhe Cao,Beijing Institute of Technology,Beijing Institute of Technology|China Aerospace Science and Industry Corporation (China)|Wuhan University|Guizhou Electromechanical Research and Design Institute|Beijing Jingshida Electromechanical Equipment Research Institute,CN,last_known_institutions_primary,matched_by_orcid
pid:93/5262-2,https://openalex.org/A5037377300,Long Ma,Anhui University,Anhui University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/5407-1,https://openalex.org/A5026719663,Ruifeng Xu,Harbin Institute of Technology,Harbin Institute of Technology|Peng Cheng Laboratory,CN,last_known_institutions_primary,matched_by_orcid
pid:93/5629-3,https://openalex.org/A5104171923,Qiang Hu,Shanghai Jiao Tong University,Shanghai Jiao Tong University|Beijing University of Technology|Shandong Jiaotong University|Jiangxi Academy of Sciences|Beijing University of Chemical Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:93/5633-2,https://openalex.org/A5119393177,Dansheng Yao,,,,missing,matched_by_orcid
pid:93/5669,https://openalex.org/A5048338914,C. Karen Liu,Institute of New Materials,Institute of New Materials,CN,last_known_institutions_primary,matched_by_orcid
pid:93/5913,,,,,,error,error:AttributeError
pid:93/5923,https://openalex.org/A5066423975,Michele Magno,ETH Zurich,ETH Zurich,CH,affiliations_fallback,matched_by_orcid
pid:93/622-1,https://openalex.org/A5012646628,Shan Luo,King's College London,King's College London|King's College School,GB,last_known_institutions_primary,matched_by_orcid
pid:93/622-5,https://openalex.org/A5101718340,Shan Luo,Shanghai Jiao Tong University,Shanghai Jiao Tong University|King's College London,CN,last_known_institutions_primary,matched_by_orcid
pid:93/6234-16,,,,,,,not_found
pid:93/6458,https://openalex.org/A5041645148,Seraphin Calo,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,US,affiliations_fallback,matched_by_orcid
pid:93/6765-1,https://openalex.org/A5133314218,Meng Wang,National Science Centre,National Science Centre,PL,last_known_institutions_primary,matched_by_orcid
pid:93/6765-3,https://openalex.org/A5100377219,Meng Wang,Changchun University of Science and Technology,Changchun University of Science and Technology|Rensselaer Polytechnic Institute|Hebei University|Changchun University|Beijing Information Science & Technology University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/6765-44,https://openalex.org/A5001136259,Meng Wang,Beihang University,Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/6765-9,https://openalex.org/A5100377137,Meng Wang,Jiangsu University,Jiangsu University|Tongji University|Shanghai University of Engineering Science|Harbin Medical University|Hefei University of Technology|Nanyang Technological University|Zhengzhou University of Aeronautics|Wuhan University|Shanghai Textile Holdings (China)|Fidelity Biosciences (United States)|Huazhong University of Science and Technology|Hunan University of Technology|Southeast University|Hunan Women'S University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/683-1,https://openalex.org/A5101947005,Yiping Lu,Peking University,Peking University|Chinese Institute for Brain Research|Center for Interdisciplinary Studies|Zhengzhou People's Hospital|Huashan Hospital,CN,last_known_institutions_primary,matched_by_orcid
pid:93/7068,https://openalex.org/A5068837797,J. S. Bloom,Lawrence Berkeley National Laboratory,"Lawrence Berkeley National Laboratory|University of California, Berkeley",US,last_known_institutions_primary,matched_by_orcid
pid:93/7133-2,https://openalex.org/A5101708378,Haifeng Zhang,Shandong Institute of Automation,Shandong Institute of Automation|Jiangning District of Nanjing Chinese Medicine Hospital|Nanjing Jiangning Hospital|Northeastern University,CN,last_known_institutions_primary,matched_by_orcid
pid:93/7251,https://openalex.org/A5014060431,Nico Görnitz,Technische Universität Berlin,Technische Universität Berlin,DE,affiliations_fallback,matched_by_orcid
pid:93/7359,https://openalex.org/A5082638698,Xiaohui Bei,Nanyang Technological University,Nanyang Technological University|Shanghai Jiao Tong University,SG,last_known_institutions_primary,matched_by_orcid
pid:93/7736,https://openalex.org/A5069564559,Morteza Lahijanian,University of Colorado Boulder,University of Colorado Boulder|University of Colorado System,US,last_known_institutions_primary,matched_by_orcid
pid:93/8104,https://openalex.org/A5033254559,Shiming Ge,Chinese Academy of Sciences,Chinese Academy of Sciences|Institute of Information Engineering,CN,last_known_institutions_primary,matched_by_orcid
pid:93/8541,https://openalex.org/A5076863392,Yuanwei Liu,Northwestern Polytechnical University,Northwestern Polytechnical University|University of Hong Kong,CN,last_known_institutions_primary,matched_by_orcid
pid:93/86,https://openalex.org/A5009111693,Iyad Kanj,DePaul University,DePaul University,US,last_known_institutions_primary,matched_by_orcid
pid:93/9012,https://openalex.org/A5082114795,Danish Contractor,IBM (United States),IBM (United States),US,affiliations_fallback,matched_by_orcid
pid:93/921,https://openalex.org/A5069878201,Barbara Solenthaler,ETH Zurich,ETH Zurich,CH,affiliations_fallback,matched_by_orcid
pid:93/96-4,https://openalex.org/A5088056585,C.R.Chris Wang,Northwestern University,Northwestern University,US,last_known_institutions_primary,matched_by_orcid
pid:93/9883,https://openalex.org/A5039191608,Miao Qiao,Tasly Holding Group (China),Tasly Holding Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:93/991-2,https://openalex.org/A5100329353,Sheng Zhao,Microsoft Research Asia (China),Microsoft Research Asia (China),CN,last_known_institutions_primary,matched_by_orcid
pid:94/10021-14,https://openalex.org/A5100334042,Can Li,Tongji University,Tongji University,CN,affiliations_fallback,matched_by_orcid
pid:94/10407,https://openalex.org/A5014416228,Chenye Wu,Henan University of Technology,Henan University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:94/10479-1,https://openalex.org/A5103325633,Haowei Wang,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China|Shanghai Polytechnic University|Xiamen University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/10663,https://openalex.org/A5059133190,Hussam Amrouch,University of Stuttgart,University of Stuttgart|Machine Intelligence Research Institute|Technical University of Munich,DE,last_known_institutions_primary,matched_by_orcid
pid:94/11139-2,https://openalex.org/A5012129627,Teng Guo,Jinan University,Jinan University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/1481,https://openalex.org/A5002932489,Adrian G. Borş,University of York,University of York,GB,last_known_institutions_primary,matched_by_orcid
pid:94/1593-1,https://openalex.org/A5034415838,Yifan Zhu,Nanjing University of Chinese Medicine,"Nanjing University of Chinese Medicine|Beijing University of Posts and Telecommunications|Tianjin University|Hangzhou Normal University|Chungbuk National University|Wuhan University of Technology|Chengdu University of Technology|Kanion Pharmaceutical (China)|Shaanxi Xueqian Normal University|Korea Kacoh (South Korea)|Chinese University of Hong Kong, Shenzhen|Shanghai Electric (China)|Huazhong University of Science and Technology|Zhejiang University|Shaanxi Normal University|Capital Normal University|Stanford University",CN,last_known_institutions_primary,matched_by_orcid
pid:94/1731-1,https://openalex.org/A5003969300,Dong‐Ming Yan,Chinese Academy of Sciences,Chinese Academy of Sciences|Shandong Institute of Automation|Beijing Academy of Artificial Intelligence|Institute of Automation|Jilin University of Chemical Technology|First Affiliated Hospital of Zhengzhou University|University of Chinese Academy of Sciences|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/1825-2,https://openalex.org/A5069838077,Jie Ding,University of Minnesota,University of Minnesota|Fujian Jiangxia University,US,last_known_institutions_primary,matched_by_orcid
pid:94/2464,https://openalex.org/A5086740853,S. S. Ravi,Albany State University,"Albany State University|University at Albany, State University of New York|Rubius Therapeutics (United States)|LabGenius (United Kingdom)|Biocom|University of Virginia|Carnegie Mellon University|SASTRA University",US,last_known_institutions_primary,matched_by_orcid
pid:94/2468-1,https://openalex.org/A5100599309,Zhang Zhang,Jiangsu University,Jiangsu University|Beijing Institute of Technology|Chinese Academy of Sciences|Sichuan University|Shanghai Micro Satellite Engineering Center|West China Hospital of Sichuan University|Shandong Institute of Automation|Institute of Automation|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:94/248,https://openalex.org/A5013834379,Pushmeet Kohli,DeepMind (United Kingdom),DeepMind (United Kingdom),GB,affiliations_fallback,matched_by_orcid
pid:94/2996,https://openalex.org/A5022593894,Mark Silberstein,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,IL,last_known_institutions_primary,matched_by_orcid
pid:94/3019-1,https://openalex.org/A5100460139,Chao Zhang,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3019-14,https://openalex.org/A5100460272,Chao Zhang,Shandong Jiaotong University,Shandong Jiaotong University|National Center for Infectious Diseases,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3019-29,https://openalex.org/A5103386985,Chao Zhang,Changchun University of Science and Technology,Changchun University of Science and Technology|Zhejiang University|Nanjing University of Aeronautics and Astronautics,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3019-31,https://openalex.org/A5100460206,Chao Zhang,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3019-78,https://openalex.org/A5024272804,Chao Zhang,PLA Information Engineering University,PLA Information Engineering University|Yantai University|Sichuan University|Nanjing University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3019-8,https://openalex.org/A5100460096,Chao Zhang,Shanxi Medical University,Shanxi Medical University|Second Affiliated Hospital of Dalian Medical University|Shanxi Fenyang Hospital|Nanjing University of Aeronautics and Astronautics|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3075,https://openalex.org/A5010326834,James R. Foulds,"University of Maryland, Baltimore County","University of Maryland, Baltimore County",US,affiliations_fallback,matched_by_orcid
pid:94/3104-1,https://openalex.org/A5100346965,Ying Wang,Chinese Academy of Sciences,Chinese Academy of Sciences|Institute of Computing Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3104-51,https://openalex.org/A5100346983,Ying Wang,East China University of Science and Technology,East China University of Science and Technology|Second Military Medical University|Shanghai Pudong New Area Gongli Hospital,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3104-63,,,,,,,not_found
pid:94/3104-64,https://openalex.org/A5100726590,Ying Wang,Shenyang Agricultural University,Shenyang Agricultural University|Chongqing Vocational Institute of Engineering,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3104-9,https://openalex.org/A5133289179,Ying Wang,Jilin University,Jilin University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3246,https://openalex.org/A5018700487,Arkadi Nemirovski,Georgia Institute of Technology,Georgia Institute of Technology|Université Bourgogne Franche-Comté,US,last_known_institutions_primary,matched_by_orcid
pid:94/3591-9,https://openalex.org/A5101418161,Yuxi Li,East China University of Science and Technology,East China University of Science and Technology|Chinese Academy of Sciences|Southern University of Science and Technology|Shenzhen Institutes of Advanced Technology|University of Chinese Academy of Sciences|Xi'an Jiaotong University|Northeastern University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/3802-1,https://openalex.org/A5100625548,Xiaohan Chen,The University of Texas at Austin,The University of Texas at Austin,US,affiliations_fallback,matched_by_orcid
pid:94/3826-2,https://openalex.org/A5080760142,Keith J. Topping,University of Dundee,University of Dundee,GB,last_known_institutions_primary,matched_by_name
pid:94/3940-4,,,,,,,not_found
pid:94/4026-3,https://openalex.org/A5032799025,Rajarshi Roy,Hispanics in Philanthropy,Hispanics in Philanthropy|Nvidia (United States),US,last_known_institutions_primary,matched_by_orcid
pid:94/4033-3,https://openalex.org/A5029662229,Bin Fang,Hunan Police Academy,Hunan Police Academy|Beijing University of Posts and Telecommunications|Xiamen University|Hunan Xiangdian Test Research Institute (China)|Hebei University of Architecture,CN,last_known_institutions_primary,matched_by_orcid
pid:94/4084-1,https://openalex.org/A5100374175,Chen Zhang,Shenyang Institute of Engineering,"Shenyang Institute of Engineering|Tongji University|Shandong University of Technology|National University of Singapore|Shanghai Jiao Tong University|Chinese Academy of Sciences|Yunnan Machinery Research and Design Institute|Institute of High Energy Physics|National Astronomical Observatories|University of Chinese Academy of Sciences|China Center of Advanced Science and Technology|University of Maryland, College Park|Southeast University",CN,last_known_institutions_primary,matched_by_orcid
pid:94/4084-10,https://openalex.org/A5115590560,Chen Zhang,Guangdong University of Technology,Guangdong University of Technology|Peking University|Bozhou People's Hospital,CN,last_known_institutions_primary,matched_by_orcid
pid:94/4084-13,https://openalex.org/A5100374113,Chen Zhang,Hong Kong Polytechnic University,Hong Kong Polytechnic University|Changzhou University,HK,last_known_institutions_primary,matched_by_orcid
pid:94/4213-1,https://openalex.org/A5053487836,Bowen Du,China South Industries Group (China),China South Industries Group (China)|Beijing University of Technology|Beijing Academy of Artificial Intelligence|Ordnance Engineering College|Beijing Transportation Research Center|East China Normal University|Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/4236,https://openalex.org/A5034103815,Juan A. Nolazco‐Flores,Saint Mary's University,Saint Mary's University|Tecnológico de Monterrey,PH,last_known_institutions_primary,matched_by_orcid
pid:94/4344-1,https://openalex.org/A5135505159,Xieping Gao,,,,missing,matched_by_orcid
pid:94/446,https://openalex.org/A5051076050,Simon Lacoste-Julien,Université de Montréal,Université de Montréal,CA,affiliations_fallback,matched_by_orcid
pid:94/4508,https://openalex.org/A5029806914,Boris Murmann,University of Hawaii System,University of Hawaii System,US,last_known_institutions_primary,matched_by_orcid
pid:94/458,https://openalex.org/A5100672590,Yilong Yin,Shandong University,Shandong University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/4728-3,https://openalex.org/A5037706636,Kai Wu,Tongji University,Tongji University|Xidian University|City College of San Francisco|China Three Gorges University|Tencent (China)|Shandong Normal University|Fred Hutch Cancer Center|Aeronautical Development Establishment|Civil Aviation Management Institute of China|Regend Therapeutics (China)|East China Normal University|Virginia Tech|Shaanxi Normal University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/4810-15,https://openalex.org/A5074387543,Bo Zhao,Tianjin University,Tianjin University|Beijing Normal University|Nanjing University of Posts and Telecommunications,CN,last_known_institutions_primary,matched_by_orcid
pid:94/4810-28,https://openalex.org/A5100631708,Bo Zhao,Stevens Institute of Technology,Stevens Institute of Technology|Henan University of Science and Technology|China University of Mining and Technology|Meiho University|Luoyang Institute of Science and Technology,US,last_known_institutions_primary,matched_by_orcid
pid:94/5033,https://openalex.org/A5043876367,Ernest Fraenkel,Massachusetts Institute of Technology,Massachusetts Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:94/5035-16,https://openalex.org/A5070101306,Tao He,Sichuan University,Sichuan University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/5094-2,https://openalex.org/A5100769134,Van Nguyen,National Agriculture and Food Research Organization,National Agriculture and Food Research Organization|Thai Nguyen University|Institute of Agricultural Machinery|Data61|Monash University,JP,last_known_institutions_primary,matched_by_orcid
pid:94/5528,https://openalex.org/A5103036411,Seon Joo Kim,Yonsei University,Yonsei University,KR,last_known_institutions_primary,matched_by_orcid
pid:94/5536,https://openalex.org/A5000141831,Yiyu Shi,University of Notre Dame,University of Notre Dame,US,last_known_institutions_primary,matched_by_orcid
pid:94/5668,https://openalex.org/A5072368950,Maks Ovsjanikov,École Polytechnique,École Polytechnique|Laboratoire d'Informatique de l'École Polytechnique|Institut Polytechnique de Paris,FR,last_known_institutions_primary,matched_by_orcid
pid:94/5845,https://openalex.org/A5042520521,Tianyou Chai,Automation Research and Design Institute of Metallurgical Industry (China),Automation Research and Design Institute of Metallurgical Industry (China)|University of Southampton Malaysia|State Key Laboratory of Synthetical Automation for Process Industries|Zhejiang University of Technology|Universidad del Noreste|Northeastern University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/5969,https://openalex.org/A5066172831,Gregory W. Wornell,Massachusetts Institute of Technology,Massachusetts Institute of Technology,US,affiliations_fallback,matched_by_orcid
pid:94/6462,https://openalex.org/A5043872748,Jilles Vreeken,Helmholtz Center for Information Security,Helmholtz Center for Information Security,DE,last_known_institutions_primary,matched_by_orcid
pid:94/6503-2,https://openalex.org/A5101642118,Tong Zhao,Beijing Institute of Petrochemical Technology,"Beijing Institute of Petrochemical Technology|Chinese University of Hong Kong, Shenzhen|Hunan Agricultural University",CN,last_known_institutions_primary,matched_by_orcid
pid:94/6503-3,https://openalex.org/A5035766567,Tong Zhao,Bellevue College,Bellevue College|Chinese Academy of Sciences|Institute of Computing Technology|Institute of Economic System and Management|Bellevue Hospital Center|Snap (United States)|Institute of Information Engineering|Shandong First Medical University|University of Chinese Academy of Sciences,US,last_known_institutions_primary,matched_by_orcid
pid:94/7227,https://openalex.org/A5066866262,Ricardo Cerri,Universidade de São Paulo,Universidade de São Paulo|Universidade Brasil|Institute of Mathematics and Computer Science|Brazilian Society of Computational and Applied Mathematics,BR,last_known_institutions_primary,matched_by_orcid
pid:94/7236-1,https://openalex.org/A5043582832,Xue Lin,Boston University,Boston University|Northeastern University|Guangxi Medical University|Sichuan University|University of Jinan|West China Hospital of Sichuan University|Digital Science (United States)|First Affiliated Hospital of GuangXi Medical University|Universidad del Noreste,US,last_known_institutions_primary,matched_by_orcid
pid:94/7563,https://openalex.org/A5060815601,Brendan Dolan-Gavitt,New York University,New York University,US,affiliations_fallback,matched_by_orcid
pid:94/7649-2,https://openalex.org/A5075244507,Zhi Gao,Beijing Institute of Technology,Beijing Institute of Technology,CN,affiliations_fallback,matched_by_orcid
pid:94/7676,https://openalex.org/A5062333532,Jae Hee Lee,Universität Hamburg,Universität Hamburg,DE,affiliations_fallback,matched_by_orcid
pid:94/8023-1,https://openalex.org/A5023529355,Tianqi Chen,Carnegie Mellon University,Carnegie Mellon University,US,affiliations_fallback,matched_by_orcid
pid:94/8231-1,https://openalex.org/A5091573878,Yufan Chen,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,DE,last_known_institutions_primary,matched_by_orcid
pid:94/8653,,,,,,error,error:AttributeError
pid:94/877-2,https://openalex.org/A5108582669,Hao Tan,Adobe Systems (United States),Adobe Systems (United States),US,last_known_institutions_primary,matched_by_orcid
pid:94/9023-1,https://openalex.org/A5086690079,Tengfei Ma,Shandong University of Technology,Shandong University of Technology|Dongbei University of Finance and Economics|State University of New York|Hefei University of Technology|Hunan University|Henan University of Science and Technology|Jiaxing University|Stony Brook University|Michigan State University|Nanjing University of Aeronautics and Astronautics,CN,last_known_institutions_primary,matched_by_orcid
pid:94/9023-2,https://openalex.org/A5057420442,Tengfei Ma,Hunan University,Hunan University,CN,affiliations_fallback,matched_by_orcid
pid:94/905-1,https://openalex.org/A5100459582,Liwen Zhang,University of Science and Technology of China,University of Science and Technology of China|Wenzhou University|China Aerospace Science and Industry Corporation (China)|Harbin Engineering University|Shenzhen Institute of Information Technology|Henan University of Science and Technology|Shanghai University of Finance and Economics|Guangxi University of Science and Technology|Harbin Institute of Technology|Ruijin Hospital|Suzhou University of Science and Technology|Tobacco Research Institute|China Academy of Safety Sciences and Technology|Tianmu Lake Institute of Advanced Energy Storage Technologies (China)|Chinese Academy of Agricultural Sciences|Wuhan Engineering Science & Technology Institute|Ministry of Agriculture and Rural Affairs|Beijing Academy of Science and Technology|YangPu Geriatric Hospital|Yangpu Hospital of Tongji University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/9817-1,https://openalex.org/A5004011841,Chenglong Wang,Northeastern University,Northeastern University,CN,last_known_institutions_primary,matched_by_orcid
pid:94/9817-2,,,,,,,not_found
pid:94/9817-3,https://openalex.org/A5100367825,Chenglong Wang,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,SA,last_known_institutions_primary,matched_by_orcid
pid:94/9817-5,https://openalex.org/A5063667052,Chenglong Wang,Microsoft (United States),Microsoft (United States),US,last_known_institutions_primary,matched_by_orcid
pid:94/9934,https://openalex.org/A5090929380,Laurent Oudre,Centre National de la Recherche Scientifique,Centre National de la Recherche Scientifique|Inserm|Université Paris Cité|Université Paris-Saclay,FR,last_known_institutions_primary,matched_by_orcid
pid:94/9989,https://openalex.org/A5044267273,Joon‐Young Lee,Adobe Systems (United States),Adobe Systems (United States),US,last_known_institutions_primary,matched_by_orcid
pid:95/10043,https://openalex.org/A5029033908,Xinping Yi,Southeast University,Southeast University,BD,last_known_institutions_primary,matched_by_orcid
pid:95/10052,https://openalex.org/A5135589746,Leo Anthony Celi,Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center|Harvard University|Cancer Research And Biostatistics|Massachusetts Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:95/10151,https://openalex.org/A5030096952,Sebastian Otte,"Birkbeck, University of London","Birkbeck, University of London",GB,last_known_institutions_primary,matched_by_orcid
pid:95/10171,https://openalex.org/A5064304390,Mattias P. Heinrich‬,University of Lübeck,University of Lübeck,DE,affiliations_fallback,matched_by_orcid
pid:95/10266-2,https://openalex.org/A5100604886,Bowen Yu,China University of Mining and Technology,China University of Mining and Technology|Beijing University of Chemical Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:95/10398,https://openalex.org/A5007895165,Shafin Rahman,North South University,North South University,BD,last_known_institutions_primary,matched_by_orcid
pid:95/10501,https://openalex.org/A5056957450,Maarten Schoukens,Eindhoven University of Technology,Eindhoven University of Technology,NL,last_known_institutions_primary,matched_by_orcid
