dblp_pid,orcid
58/4808-2,0000-0002-8580-0036
58/4931,
58/4966,
58/4974,0000-0002-8206-8142
58/5014,
58/5059,
58/5089,0000-0002-3507-5761
58/5090,
58/5138,
58/5141,0000-0002-2608-8034
58/517,
58/5381,
58/5418-1,0000-0002-8097-4053
58/5423-5,0009-0004-6714-3476
58/5547,
58/5582,
58/5629-3,0000-0002-0009-6677
58/5675,
58/5750-7,0000-0003-2932-9179
58/5765,
58/5775,
58/5841,
58/6005,
58/6143,
58/6167,0000-0002-5856-9246
58/6205-1,0000-0002-6465-7437
58/6205-7,0009-0005-0451-7810
58/6214,
58/6224,
58/6237,
58/6269,0000-0002-5386-465X
58/6299,
58/6299-4,0000-0002-1714-3206
58/6303,
58/6307,0000-0003-1703-9035
58/635,0000-0002-2729-0947
58/638,
58/6414,0000-0002-5080-482X
58/657,0000-0001-9922-0668
58/6576,
58/6576-8,
58/6576-9,
58/6608,0000-0002-3137-9653
58/6609,
58/661,0000-0003-2534-737X
58/6642,
58/6810,
58/6810-14,0000-0002-7385-1426
58/6810-148,0000-0002-6569-0212
58/6810-159,0009-0009-0814-7123
58/6810-33,0000-0003-2658-4262
58/6810-56,
58/6857,
58/6922-1,0000-0001-8043-9117
58/6957-1,0000-0002-0426-5407
58/7064,
58/7139,0000-0002-8595-6081
58/7211-2,0009-0000-7943-8328
58/7552,
58/7599,0000-0002-3221-4981
58/7621,0000-0003-0851-0665
58/7646,
58/766,
58/7697,
58/77,
58/7786,
58/7800,
58/7802,0000-0003-0456-3217
58/7955,0000-0002-1688-2541
58/8189,
58/8291,
58/8294,
58/8319,
58/8365,
58/8399,
58/844,
58/8527,
58/8559,0000-0001-7065-5326
58/869,
58/8741,
58/8773,
58/8788,
58/8828,
58/8860,0000-0002-7009-3869
58/8921,
58/896,
58/9038,
58/9088,
58/9145-1,0000-0002-3583-959X
58/9145-2,0000-0002-6338-1432
58/9145-3,
58/9170,
58/9457,
58/9595,
58/9606,0000-0002-6439-8076
58/9614,
58/968,0000-0003-4272-3293
58/9763,
58/9847,
58/9890,
58/9924,0000-0001-9260-188X
59/100,
59/10042,
59/10056,
59/1007,0000-0001-8472-7992
59/10083,
59/10175,
59/10209,
59/1028,
59/1028-1,0000-0001-7627-4604
59/1028-3,0000-0002-0828-0794
59/10303,
59/10395,0000-0003-0447-6893
59/10398,0000-0003-2583-8865
59/10419,0000-0002-5759-4896
59/10522,
59/10522-1,
59/10522-3,0000-0003-4817-482X
59/10562,
59/1062,
59/1076,0000-0002-9825-3692
59/10825-2,0000-0002-9299-6305
59/10839,
59/10856,
59/11040,
59/11040-1,0009-0000-1855-9177
59/11040-5,
59/11044,0000-0002-4714-4699
59/11052,
59/11078,
59/11113-2,0000-0002-3947-2860
59/11289,
59/11348,
59/11524,
59/1215,0000-0003-2324-6428
59/1232,0000-0002-3840-1753
59/1410,
59/1434,0000-0002-7522-1241
59/146-1,0009-0003-8326-8124
59/1462,
59/1501,0000-0001-5461-3986
59/157,
59/1672,
59/1760,
59/179,
59/1815,
59/1856-2,0000-0002-2989-5624
59/1865,
59/1878,
59/1909,0000-0002-4320-3292
59/1956,
59/2081,0000-0002-6607-5617
59/2133,
59/2144,
59/2144-11,0000-0003-0115-0783
59/2147-4,0000-0002-2836-2666
59/2151,
59/217-2,
59/2180-5,0000-0003-3111-4134
59/2227,
59/2227-105,0000-0001-5341-6040
59/2227-116,0009-0000-7001-3569
59/2227-153,0000-0001-6442-0926
59/2227-2,0000-0002-5344-1884
59/2227-51,0000-0002-7398-5854
59/2227-59,0000-0003-4309-3166
59/2227-60,0000-0002-6408-7366
59/2227-68,0000-0002-4953-2660
59/2234,0000-0003-3851-216X
59/2238,
59/2249,
59/2276,
59/2300-1,0000-0002-1017-7972
59/2321,
59/2353,
59/2353-13,0000-0002-9749-6641
59/2379-1,0009-0003-9956-5481
59/2423,
59/2448,
59/254,0000-0002-3908-8180
59/2615,
59/27,
59/2715,0000-0002-5734-4221
59/2741,0000-0002-3449-5940
59/2802-1,0000-0001-9606-150X
59/2802-2,0000-0003-4527-2635
59/2850,
59/2862,
59/2902,0000-0002-3636-3618
59/2916,0000-0002-7768-1794
59/3016,
59/304,
59/3064,0000-0002-6880-8546
59/3127,0009-0006-8438-3986
59/3136,
59/3358-1,0000-0002-1112-790X
59/3444,0000-0002-9335-0469
59/3600,
59/3654-3,0009-0007-3683-7901
59/3654-5,0000-0001-5680-4356
59/3689,
59/3754,
59/3754-1,0000-0001-5104-6146
59/3754-11,0000-0003-4735-2241
59/3754-3,0000-0001-7532-0496
59/3754-7,
59/3767,
59/3818,0000-0001-5346-152X
59/3833-4,0000-0002-3376-5654
59/4002,0000-0001-8319-0118
59/4025,
59/407,
59/41,0000-0002-2030-0073
59/4109,
59/4269,
59/4297,
59/4329-2,0000-0002-0316-5404
59/4391,
59/4517-1,0000-0001-6366-3192
59/4568-1,0000-0002-4650-8841
59/4718,0000-0003-4836-3938
59/4797,
59/4859,0000-0003-4125-1554
59/4874,
59/4956,0000-0002-8956-6208
59/4967-6,
59/5011,
59/5017,
59/5114,
59/5127,
59/5163,
59/5163-1,
59/5163-2,0000-0001-8605-2618
59/5166,
59/5226,0000-0002-8999-2338
59/526,
59/5304,
59/542,0000-0001-6270-700X
59/5464-1,0000-0001-9720-5915
59/554,0000-0001-8916-6645
59/556,
59/5565,0000-0001-7746-440X
59/5598,
59/577,0000-0003-1404-2212
59/5778,
59/5778-1,0000-0001-8613-7822
59/5778-7,0000-0001-7795-1400
59/5806,
59/5806-8,0009-0009-2840-2494
59/5879,0000-0002-0041-3820
59/6032,
59/6084,
59/6154,
59/622,
59/6239,
59/6294,
59/6318,0000-0001-7329-1812
59/6334,0000-0002-9036-6799
59/6349,
59/6403,0000-0003-1959-012X
59/6414,0000-0003-1823-9856
59/6419,
59/6422,
59/6490,0000-0002-9779-2088
59/6515-5,
59/6614,
59/6701,0000-0002-2107-1516
59/6703,0000-0002-7535-6322
59/6858,
59/6859,0000-0002-5758-1876
59/6909,
59/6917-1,0000-0001-5754-9246
59/6939,
59/6954,
59/7017,0000-0003-2188-3028
59/7156,0009-0008-0167-4628
59/7170,
59/7202,0000-0001-6023-1597
59/7287,
59/749,
59/749-1,
59/7651,
59/7659,
59/7714,
59/7807,
59/7880,
59/7950-4,0000-0003-2358-1146
59/803,
59/8030,
59/8033,
59/8071,
59/8136,
59/8179,
59/8200,
59/8206-1,0000-0002-2052-1108
59/823,
59/8279-1,0000-0002-2672-9145
59/8294-2,0000-0003-2280-6817
59/8379,0000-0002-3930-6600
59/8392,
59/8399,
59/8405-1,0000-0002-5211-1664
59/8491-1,0000-0002-8292-6389
59/8499,
59/8577,0000-0003-4081-8301
59/871,
59/871-2,0000-0002-6420-653X
59/871-38,
59/871-50,0000-0002-7840-2611
59/871-51,
59/871-8,0000-0003-4562-8208
59/8714,0000-0001-8014-356X
59/8761,
59/8842,0000-0001-7308-133X
59/8865,
59/8965,
59/9006,0000-0002-8440-2378
59/9082,
59/9103-2,0000-0003-0509-7967
59/9160-1,0000-0002-5728-6869
59/9180-3,0000-0001-5676-012X
59/9187,0000-0001-6043-1687
59/9214,
59/9331,
59/9375,0000-0003-4182-5343
59/9431,
59/9543-1,
59/9581,
59/962,
59/9670,0000-0003-2936-2315
59/9736,
59/9752,0000-0002-0685-1901
59/983,
59/983-1,0000-0002-3704-4432
59/983-3,0000-0002-8176-0241
59/983-7,0000-0001-8611-2828
59/9876,
59/9923,
59/9985,
59/9985-1,
59/9985-2,
60/10078,
60/10084,
60/10102,
60/10226,0000-0002-2655-2095
60/10263,
60/10283,
60/10316,
60/1032,
60/10424,
60/1043,0000-0002-9003-6642
60/10446,
60/10494,
60/105-2,0000-0002-8028-0166
60/10581,
60/10648,
60/10881,
60/10994,
60/11111,
60/11133,
60/11141,0000-0002-5102-7073
60/11186,
60/11239,
60/11321,
60/11535,0000-0001-6213-8687
60/11540,0000-0002-0745-5089
60/1320,
60/1375,
60/1409,0000-0002-5055-0794
60/149,
60/1529-1,0000-0003-1830-2595
60/1563,
60/160,
60/1633,
60/1680,
60/1691,
60/1749,
60/1749-3,0000-0002-5951-6170
60/1749-5,0000-0002-0152-3300
60/1810,
60/1866,0000-0001-5200-3420
60/1904,
60/2139,
60/2169,
60/2243,
60/2266,
60/2321,
60/2327,0000-0002-5008-4527
60/2331,
60/2334,
60/2361,
60/2396,
60/2536,
60/2536-113,0000-0001-6358-0055
60/2536-12,0000-0002-8104-5432
60/2536-120,0009-0003-5113-6768
60/2536-121,0009-0001-3664-5607
60/2536-17,0000-0001-9418-0863
60/2536-28,0000-0001-8258-3585
60/2536-37,
60/2536-40,0000-0001-8691-8549
60/2536-86,0000-0001-6412-9338
60/2536-90,0009-0004-1200-2588
60/2548,
60/2556,
60/2567,0000-0002-8893-9340
60/2648,0000-0002-6975-2601
60/2684,
60/2790,
60/2817,
60/2830,
60/2843,
60/2875,
60/2900,
60/2919,0000-0002-9271-2130
60/2931,
60/3,
60/3047,
60/3060-1,0000-0002-4768-0272
60/3063,
60/3264,
60/3326,
60/3349,
60/3444,
60/3530,
60/3574,0000-0001-8409-0549
60/3648,
60/3670-1,
60/3675-2,0000-0002-7963-991X
60/3703,
60/3710,0000-0002-8859-7731
60/3775,
60/3834,
60/3846,
60/390,0000-0002-3669-0010
60/3996,0000-0003-0038-5513
60/3997,
60/406,
60/412,
60/4140,0000-0001-9947-4465
60/4165,0000-0002-3509-2609
60/419-2,0009-0008-8379-2563
60/4210,0000-0003-2163-3555
60/4264,0000-0001-9023-107X
60/4330,
60/4361,0000-0002-7202-1922
60/4388,
60/4397,
60/4402,
60/4425,
60/4429,0000-0002-7791-5511
60/449,
60/4525,
60/4548,0000-0001-9003-4324
60/4601,
60/4601-1,0000-0003-4847-9586
60/4671-1,0000-0001-6840-0578
60/4714,0000-0001-5895-4809
60/4729,
60/4766,0000-0002-1748-4369
60/4794,
60/4818-1,0000-0001-6017-0552
60/4878,0000-0002-5483-4225
60/4932,0000-0002-2094-5680
60/4951,0000-0003-1486-0573
60/5001,
60/5073,
60/5086,
60/5086-4,
60/5086-5,0009-0004-9922-3067
60/5111,
60/5157,
60/5157-1,0000-0001-6122-7362
60/5219,
60/5276,
60/5336,
60/5360,
60/5414-1,0000-0001-6267-0366
60/5476,
60/5515-2,
60/5562,
60/5610-1,0000-0002-5174-2122
60/5678,
60/5680,
60/5731,
60/5759,
60/5771,0000-0002-8862-9844
60/5777,
60/5814,0000-0002-5989-3574
60/5816,0009-0009-9891-7645
60/5889,
60/5999,
60/6001,
60/6013,
60/6028,
60/6028-1,0000-0002-4907-7354
60/6089,
60/6107,
60/6198,
60/6209,0000-0002-8834-7388
60/6253,
60/6310,
60/6348,
60/6348-1,0000-0002-1648-8325
60/6411,
60/6411-2,0000-0002-3230-5429
60/6556,
60/6580,
60/66,
60/667,
60/6707,
60/6713,
60/6717,
60/6834,
60/6865,
60/6918,0000-0002-2151-3011
60/6934,0000-0002-1314-9096
60/6993,
60/7041,
60/7041-1,0000-0001-9428-0573
60/7041-22,0000-0002-1262-4174
60/7041-4,0000-0002-7972-7047
60/7057,0000-0002-5356-2950
60/7089,
60/7120,0000-0001-9970-1250
60/7180-1,0000-0002-9803-7949
60/7206,
60/7270,0000-0002-3820-8128
60/7361,0000-0003-0826-6885
60/7439,0000-0002-7185-5247
60/7475-2,0009-0007-3714-9326
60/7487,
60/7496,
60/7633,
60/7642,0000-0002-9180-2935
60/7758,
60/7763,
60/7775,
60/7872-2,0000-0002-9292-1645
60/7949,0000-0001-9639-7679
60/7955,
60/7978,
60/810,
60/8209,
60/8294,0000-0003-0162-3296
60/8343,
60/8352,
60/8557,
60/8761,0000-0003-3631-6093
60/8821,0000-0002-4394-3530
60/8831,
60/8878,
60/8884,
60/8969,
60/920,
60/9360,
60/9360-2,0000-0001-6381-4552
60/9367,
60/9374-34,0000-0002-4272-3448
60/9393,
60/9427,
60/9514,0000-0003-4388-7783
60/9606,
60/9611,
60/9627,
60/9801,
60/9826,
60/9922,
61/0,
61/10236,
61/10361,
61/10440,0000-0003-4570-643X
61/10479,0000-0002-4427-2468
61/10511,
61/10577,
61/1089,
61/10919,
61/1093,
61/10966,
61/11015,
61/11017-1,0000-0002-8749-4722
61/11243-6,0009-0001-4807-5664
61/11276,
61/11308,
61/1140,
61/1146,
61/1165,
61/1229,
61/1246,0000-0003-1717-1562
61/1263,
61/1269,0000-0001-5624-3755
61/1326,
61/1345,0000-0001-8837-3976
61/1370,
61/1542,0000-0002-8237-5660
61/1573,
61/1640,
61/169,0000-0001-7350-0696
61/1741,
61/1913,
61/1951-5,0000-0002-6212-6384
61/2115,
61/2115-16,0000-0001-8406-085X
61/2115-3,0000-0003-2843-5738
61/2164,
61/2174,
61/2227,
61/225,
61/2408,
61/2408-1,0000-0002-0464-7966
61/2636-1,0000-0001-8701-6977
61/2669,
61/267,0000-0003-3325-7227
61/270,
61/2757,
61/2794-2,0000-0002-8504-0057
61/2812,
61/2891,
61/2895,
61/3049,
61/3224,0000-0002-8846-6352
61/3229,
61/3234,
61/3234-1,
61/3234-38,0000-0002-9817-9023
61/3234-6,0000-0002-9233-3827
61/3235,
61/3250,0000-0001-6755-0259
61/3251,
61/337,
61/3395,
61/3491,
61/3550,
61/3602,
61/3609,
61/362,
61/372,
61/372-3,0000-0002-3867-1825
61/3857,0000-0002-8921-6646
61/3906,
61/3906-3,0000-0002-1152-5203
61/3906-55,0009-0003-0419-1684
61/3906-64,0000-0002-8691-2726
61/3906-89,0009-0008-6473-8529
61/3937-4,
61/395,
61/3969,
61/3976,
61/3976-4,0000-0002-6908-042X
61/3978,
61/4041,
61/4153,0000-0001-6788-614X
61/4160-1,0000-0003-3510-5382
61/4193,
61/4296,
61/445,
61/4512,
61/4535,
61/4596,
61/4643-5,
61/4782,0000-0001-6102-774X
61/4842,
61/4923,0000-0001-5983-9095
61/4950,0000-0002-6037-0631
61/4970,
61/5,
61/500,
61/500-17,0000-0002-1163-3634
61/500-36,
61/500-49,0000-0003-1484-3554
61/5002,
61/5010,
61/5017,0000-0002-3445-5711
61/5024-1,
61/5024-2,0000-0003-1062-9526
61/5130,
61/5154,
61/5238,0000-0001-9538-047X
61/5240,
61/5251-1,0000-0001-7539-8250
61/5253-2,
61/5309,0000-0002-8920-651X
61/5383,
61/5386,0000-0003-0678-8954
61/5462,
61/5465,0000-0002-4253-2588
61/5501-1,0000-0003-0851-6565
61/5501-2,0000-0003-2523-5810
61/5501-3,
61/5537-1,0000-0002-8393-5703
61/5568,
61/5568-3,0000-0002-8108-3818
61/5568-5,
61/5568-6,0000-0002-6326-7357
61/5568-7,0000-0003-4024-7422
61/5618,
61/5618-8,
61/5621-1,
61/5648,
61/5697,
61/5751,
61/5788-2,0000-0001-9918-672X
61/5907-5,0009-0004-9992-6387
61/5931,0000-0002-3194-9759
61/5976,
61/6076,
61/6118,
61/6198,
61/6302,
61/6343,
61/6344,
61/6346,
61/6389,0000-0003-4803-312X
61/64,
61/6502,0000-0002-4847-7604
61/6509,0000-0002-3727-6698
61/6568,
61/6767,
61/678,
61/6805,
61/6829,
61/6904-1,0000-0001-7729-0622
61/6921,
61/6922,
61/6954,
61/6981,
61/7057,
61/7353,
61/7360-1,0000-0002-1464-9500
61/7413,
61/7527,
61/754,
61/7557,
61/7577-1,0000-0002-4388-3080
61/7603,
61/7604,0000-0001-7214-9187
61/7672-1,0000-0001-8433-7281
61/7749,
61/7792,
61/7818,
61/783,
61/7895-1,0000-0002-0526-4326
61/7942,
61/7974-4,0000-0002-6116-9761
61/8017,
61/8038,
61/8108,
61/8151,
61/8152,
61/8154,
61/8159,
61/8175,
61/8175-4,0000-0001-5058-5404
61/8262,0000-0003-2921-956X
61/8300,
61/8501,0000-0001-8259-7717
61/8622,0000-0002-8507-9189
61/8774,
61/8802,0000-0001-5956-831X
61/8841,0000-0003-4346-0042
61/9177,
61/9265-2,0000-0001-9234-4932
61/9422,
61/9493,
61/9605-1,0000-0002-6735-8539
61/962,
61/9758,0000-0003-3311-6299
61/9926,
62/0,
62/10066,
62/10068,0000-0003-2130-6650
62/1017,
62/10177,
62/10262,0000-0002-0170-7572
62/10307-1,0000-0003-3642-0253
62/10313,
62/10348,
62/10432,
62/10514,
62/10648,
62/10697,
62/10704-1,0000-0003-2219-5569
62/10745,0000-0003-3466-6620
62/10771,0000-0002-2564-7703
62/10825,
62/10858,
62/10863,
62/10874,0000-0003-1812-6229
62/11031,0000-0001-9839-202X
62/11034,
62/11316,
62/11353,
62/1211,
62/1236,0000-0002-6236-3566
62/1272-1,0000-0001-6026-1083
62/1418,
62/1539-10,0000-0003-2334-3623
62/1539-8,0000-0002-0828-7486
62/1637-1,0000-0003-3240-2912
62/1637-15,
62/1637-3,0000-0002-6403-212X
62/1647,
62/1656,
62/1662,
62/1662-14,0009-0009-0188-4075
62/1662-8,0000-0003-2467-888X
62/1662-9,
62/1684-1,0000-0001-8873-847X
62/1684-7,0000-0002-5184-1382
62/1768,
62/1789,
62/1791,
62/1802,
62/1807,
62/1822,
62/1827,
62/1850,0000-0002-2919-5601
62/201,
62/2019,0000-0001-5018-7895
62/2062,
62/2062-3,0000-0002-3532-7498
62/2078,0000-0002-9222-2641
62/2111,
62/234,
62/234-1,0000-0002-8043-0312
62/2341,
62/2384,
62/2450,
62/2575,
62/2576,
62/2621,
62/2631,
62/2655,
62/2655-15,0000-0001-7835-4739
62/2655-21,0000-0002-9490-2990
62/2655-9,0000-0003-1583-641X
62/2712,
62/2712-5,0000-0003-1725-873X
62/2714,
62/2719,
62/2719-16,0009-0000-4336-2392
62/2719-7,0000-0003-4373-2589
62/2750-1,0000-0001-9598-8178
62/2764,
62/2832,0000-0003-0994-1758
62/29,
62/2927,
62/2964,
62/302,
62/302-3,
62/3053,
62/3147,0000-0002-8324-1859
62/3151,
62/3151-13,0000-0003-1273-7694
62/3151-19,0000-0002-8758-7988
62/3197,0000-0002-1861-1884
62/3262-2,0009-0001-2972-4673
62/3318,0000-0002-3831-6778
62/3350,
62/3401,
62/3401-1,0000-0002-9017-1828
62/3426-2,0009-0001-6446-5769
62/3432,
62/3432-1,
62/3480,
62/3483,
62/3571-1,0000-0003-0602-6255
62/3689,
62/3689-15,0000-0003-3206-9515
62/3689-20,
62/3689-27,0009-0007-7398-2972
62/3689-29,0000-0002-5430-5534
62/3689-4,0000-0001-9953-291X
62/370,
62/3758,0000-0001-5781-9891
62/3794,
62/3796,0000-0002-6112-3763
62/3833,
62/3960,
62/3960-1,0000-0001-9840-7754
62/3980,
62/4049,0000-0002-7084-7560
62/4076,
62/4257,
62/4284,
62/4324-4,0000-0003-2734-0622
62/4396,0000-0003-4358-378X
62/4413,
62/442-4,0009-0000-7710-8835
62/444,
62/4504,
62/4526,
62/4587,
62/4647,
62/4690,
62/4819,
62/483,
62/4860,0000-0001-9709-2658
62/4861,
62/4917,
62/5097-1,
62/5110,
62/5110-1,0000-0002-7432-3238
62/5110-5,
62/5158,
62/5172,
62/5181,
62/5181-17,0009-0000-2963-2210
62/5181-2,0000-0001-7010-4540
62/5219,
62/5280,
62/5283,0000-0002-0332-3273
62/5346,
62/540,
62/5501,
62/5501-1,0000-0001-5625-215X
62/567,0000-0002-9286-2892
62/5681-2,0000-0001-8583-0414
62/5754,
62/5798,
62/5839,
62/5839-2,0000-0002-6009-864X
62/5839-38,0000-0002-8794-4842
62/5860,
62/5860-1,0000-0002-5979-8868
62/5884,0000-0002-3752-2756
62/5909-2,0000-0001-7174-2851
62/5920,
62/5972,
62/6,0000-0003-2275-1406
62/6000,
62/6016-1,0000-0002-8681-0471
62/6023-1,0000-0002-1844-1416
62/6040,
62/6079,0000-0001-6542-833X
62/6224,
62/6263,
62/6271,0000-0002-3976-0053
62/6285,
62/6362,
62/6391,
62/6520,0000-0002-1793-5836
62/6547,
62/6555,0000-0002-8617-3871
62/6585,0000-0003-3712-6670
62/66,
62/66-1,0000-0001-9320-0332
62/6630,
62/6644,
62/6734-1,
62/6734-2,
62/675,
62/675-3,0000-0002-2917-2311
62/6790,0000-0002-8645-2328
62/688,0000-0003-3306-1566
62/6936,0000-0003-4283-2780
62/6980,
62/7564,
62/757-1,0000-0003-4010-6611
62/7803,0000-0002-3586-5026
62/79,
62/79-2,
62/7948-1,0000-0001-5612-7818
62/8001,0000-0003-4380-5848
62/8146,
62/8246,
62/8261,
62/8270,
62/8320,0000-0002-2930-5057
62/8367,
62/8399,
62/8453,
62/8489,
62/8493,
62/8495,
62/8594,
62/8614,
62/8616,0000-0002-9945-981X
62/8700,
62/8806,
62/8811,0000-0002-4242-4579
62/885-1,0000-0003-1524-7148
62/885-3,0009-0005-7963-6590
62/887,
62/9090,
62/921,
62/9236,
62/9278,
62/9344,
62/9848,
62/9878,
62/9922,0000-0001-8625-1350
63/1000,
63/10022,
63/10030,
63/1006,0000-0003-0507-9080
63/10134,
63/1016,
63/10259,
63/10289,
63/10301,
63/10335,
63/10406-5,
63/10451,
63/10494,0000-0002-3376-2779
63/10549,
63/10550,
63/10551,
63/10566,
63/10572,
63/10601,
63/10689,
63/10765-1,
63/10765-2,0009-0009-0691-7569
63/10955,0009-0005-7174-7528
63/10964,0000-0003-0202-7007
63/11026,
63/11143,
63/11196,
63/11201,
63/11206,
63/11271,
63/11345,
63/11345-1,0000-0003-2928-5575
63/11412,0000-0003-0528-7007
63/11483,
63/118,
63/1243-4,0009-0007-7283-2315
63/1296-1,0000-0002-7748-5427
63/1303,
63/1315-2,0000-0002-1345-7638
63/1352,
63/1366,
63/1468,
63/152,0000-0001-8380-7667
63/1523,0000-0001-7872-4840
63/1534,
63/1534-19,0000-0002-0405-6816
63/1587-11,0000-0002-9714-4291
63/1591,
63/1591-1,0000-0002-1390-9219
63/1591-11,0000-0002-2947-8783
63/1591-12,0000-0001-8938-2364
63/1591-13,0000-0001-5408-3145
63/1591-31,0000-0001-6599-3638
63/1591-8,0000-0002-4881-9344
63/1600,0000-0001-6544-5076
63/1704,0009-0002-4475-0922
63/1721,
63/1724,0000-0002-0034-4036
63/1744,
63/1782,
63/1829,
63/1870,0000-0002-0396-6703
63/1881,
63/1915,
63/1928,
63/1946,0000-0003-3102-0867
63/2022,
63/214,
63/2156,
63/2207,
63/2223-11,
63/2225,
63/2331,
63/2408-5,0000-0002-4741-4193
63/2499,0000-0003-4266-7527
63/2771,
63/2791,
63/2863,0000-0002-1908-4027
63/2893-2,0000-0001-7243-2783
63/3079,
63/3114,
63/3122,
63/3122-12,
63/3122-2,0000-0002-8038-8150
63/3122-3,0000-0003-2874-2148
63/3122-7,0000-0002-0900-6965
63/3132,
63/3140,
63/3157,
63/3241,0000-0002-3518-4159
63/3321,0000-0003-1877-5595
63/34,0000-0003-4223-238X
63/343,
63/3459,
63/3515,0000-0002-1672-2185
63/353,
63/3565,0000-0001-8100-5599
63/3599,
63/3682-2,0000-0001-9633-3392
63/3730,
63/3861,
63/3939,0000-0001-5453-476X
63/3983,
63/4120,
63/4123,
63/4152-1,0000-0001-7223-543X
63/4181,0000-0001-7348-5625
63/4282,
63/4285,
63/431,
63/4317,0000-0003-3018-3824
63/4542,0000-0003-1772-7751
63/4557,
63/4561,0000-0001-9418-5103
63/463,
63/4711,0000-0003-0503-2012
63/4724,
63/4752,
63/478,0000-0001-9276-2181
63/49,
63/4977,0000-0002-5905-8069
63/506,
63/506-4,
63/5076,
63/51,
63/5201,
63/5214,
63/5247,0000-0003-4611-2502
63/5261,
63/5281,
63/5293,
63/5298,
63/5298-1,0000-0001-6300-6336
63/5321,
63/5359,
63/5407,
63/5422,
63/5422-2,0000-0002-2648-9989
63/5422-25,0000-0003-3735-936X
63/5422-6,
63/5470,
63/550,
63/5708,
63/5726,
63/5730,
63/5749-1,0000-0003-4002-9759
63/5786,0000-0001-5017-9473
63/5790,
63/5797,
63/5819,
63/5869,
63/5869-5,0000-0002-1858-4257
63/5986,
63/6027,
63/6030,
63/6051,
63/6072,
63/6089,
63/6089-2,0000-0002-1392-0928
63/6091-2,0000-0002-9027-8617
63/6119-1,0000-0001-7679-9697
63/6173,
63/621,0000-0002-0506-907X
63/6244,
63/628,0000-0002-5045-5535
63/6318,
63/6475,
63/6495-4,
63/6524,0000-0001-6927-8869
63/6566-1,0000-0002-4817-9500
63/6566-8,0000-0001-9483-4599
63/6787,0000-0002-1272-3359
63/6796-3,0000-0002-4248-7203
63/6821-1,0009-0004-2038-9487
63/6863,
63/6907,0000-0001-5500-2415
63/6922-2,0000-0003-3799-6625
63/6922-3,0009-0002-3990-1634
63/6973,
63/7023,
63/7128-1,
63/713-1,0000-0003-1417-2295
63/713-2,0000-0003-0213-9957
63/7183,
63/721,
63/7235,
63/7235-1,0000-0002-9400-9107
63/7279,
63/7393,
63/7455,
63/7549,
63/7554,0000-0001-6784-1312
63/7625,
63/7635,
63/7642,0000-0003-1626-2040
63/7767,0000-0002-9702-5524
63/778,
63/778-12,0000-0002-1458-1016
63/778-14,0000-0002-8167-7018
63/778-36,0000-0001-9230-5466
63/778-39,0000-0001-9764-1012
63/7883,0000-0002-8967-4866
63/804,
63/807,0000-0002-5206-3842
63/8128,0000-0002-0483-4921
63/8217-1,0000-0002-0142-509X
63/8297,
63/8320,
63/8333-1,0000-0003-1254-098X
63/8420,
63/8470,
63/8487,
63/8652,
63/8658,
63/867,
63/873,
63/8760,
63/8880,
63/9065,0000-0002-6595-6893
63/9121-4,0000-0001-6455-5337
63/9170,
63/9201,
63/9223,
63/9431,
63/9513,0000-0001-9347-0041
63/956,0000-0001-6357-0981
63/9606,0000-0001-7313-0082
63/9609-5,0000-0002-7305-673X
63/9613,
63/9672,
63/9705,
63/9705-2,0000-0001-6806-2468
63/9705-3,0000-0001-7965-598X
63/9705-8,
63/9779,
63/9828,
64/10038,0000-0002-2882-6950
64/1008,0000-0002-6911-0238
64/10094,
64/1011,0000-0002-6322-1076
64/10148,
64/10174-7,
64/10320,
64/10357,
64/10412,
64/10432,0000-0003-1722-2382
64/10471-1,0000-0002-2101-9507
64/10471-4,0000-0002-7012-2308
64/10624-2,0000-0001-5082-7223
64/10660,0000-0002-9009-8683
64/1074,
64/10771,
64/10775,
64/10812,0000-0001-7125-3898
64/10864,
64/10881,
64/10962,
64/11107,0000-0002-4636-0891
64/1120,
64/1130,
64/11335,
64/1137,
64/1150,
64/1176,0000-0002-6352-6283
64/1248,
64/1308,0000-0001-5290-5408
64/134,
64/1350,
64/1350-4,
64/1350-44,0000-0001-6719-0409
64/1350-47,0000-0002-2994-3534
64/146,0000-0002-0181-8379
64/1478,
64/1485,0000-0002-9305-9268
64/1646,0000-0001-5638-9551
64/1651,
64/1774-3,0000-0003-1894-984X
64/1811-1,0000-0002-8568-6659
64/1812,
64/1903,
64/1938,
64/1967,
64/1967-1,0000-0003-1789-5202
64/1967-2,0000-0003-0728-896X
64/1967-3,0000-0002-3061-2337
64/1994,
64/2096,
64/2120,0000-0001-9464-746X
64/2121,
64/2141,
64/221,0000-0001-9269-334X
64/224,0000-0002-7022-3395
64/2268,
64/2272,
64/2319,
64/2350,
64/237-1,0000-0002-8421-2662
64/2389,
64/2431,0000-0002-8996-7327
64/2520,
64/2584,
64/2594,
64/2625,
64/2739,0000-0001-5726-833X
64/2903-1,0009-0002-8070-574X
64/2903-2,0000-0003-0777-9232
64/2908,
64/2916,
64/3041-1,0000-0002-3734-0266
64/3046,
64/3046-1,0000-0001-7214-5426
64/3062,
64/3062-10,0000-0003-2790-976X
64/3062-16,0000-0002-2594-0600
64/3069,
64/3069-15,0000-0003-1068-9465
64/3095,
64/3102,0000-0002-7434-3976
64/3109,
64/3134,
64/3136,0000-0001-8625-9168
64/3172,
64/3179,
64/3235,
64/3235-1,0000-0003-1107-4235
